Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/25_12:36:30.550;2.377777;38.78826;102.7372;0.03259277;
MW2;2023/04/25_12:36:38.291;4.436615;154.1301;126.2631;0.02098083;
MW3;2023/04/25_12:36:46.054;5.753006;85.29561;281.0507;0.02241516;
MW4;2023/04/25_12:36:59.437;6.945297;108.3755;525.943;0.00970459;
MW5;2023/04/25_12:37:06.012;4.560516;47.25419;180.5122;0.02203369;
MW6;2023/04/25_12:37:21.749;7.310303;49.89741;497.7973;0.03192139;
