Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/25_11:30:20.650;3.966675;24.99297;147.2491;0.02198792;
MW2;2023/04/25_11:30:32.032;5.849365;101.3706;143.0536;0.02023315;
MW3;2023/04/25_11:30:40.728;6.675095;34.2053;359.3513;0.0213623;
MW4;2023/04/25_11:30:54.566;9.858429;115.3756;954.0236;0.02186584;
MW5;2023/04/25_11:31:05.671;9.008179;146.4287;421.3444;0.02116394;
MW6;2023/04/25_11:31:20.431;10.46989;88.7281;698.1155;0.02174377;
