Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/11_13:31:54.367;3.044445;29.89989;116.1555;0.01363945;
MW2;2023/04/11_13:32:03.972;6.48872;11.49195;268.812;0.03107452;
MW3;2023/04/11_13:32:14.068;7.448986;30.30914;338.6188;0.01021194;
