Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/21_12:12:17.817;5.455555;23.34404;230.7085;0.01705551;
MW2;2023/04/21_12:12:29.488;8.287907;172.3306;322.4854;0.02018356;
MW3;2023/04/21_12:12:41.106;9.603615;141.081;537.5731;0.01044464;
