Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/12_16:15:48.853;2.58889;14.48918;121.4765;0.02347183;
MW2;2023/04/12_16:15:58.027;6.70063;42.9154;333.301;0.009422302;
MW3;2023/04/12_16:16:06.533;5.671017;7.649347;294.7477;0.02107239;
