Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/21_11:09:45.777;6.388889;23.75416;243.3724;0.03200912;
MW2;2023/04/21_11:09:59.381;7.874054;76.08815;263.5016;0.02096558;
MW3;2023/04/21_11:10:11.264;9.867439;51.15466;492.5873;0.02166748;
