Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/04_11:46:23.058;1.9;25.99306;76.78084;0.01532936;
MW2;2023/04/04_11:46:34.973;9.899141;38.61866;288.7599;0.02150536;
MW3;2023/04/04_11:46:48.832;7.705715;5.41327;460.9079;0.01045609;
MW4;2023/04/04_11:47:05.991;15.14347;66.93661;1639.433;0.02122879;
MW5;2023/04/04_11:47:16.964;7.951782;23.76437;332.9348;0.02179718;
MW6;2023/04/04_11:47:31.235;12.25654;48.4911;1093.461;0.02142334;
