Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/24_10:43:47.663;3.088867;53.39563;125.5118;0.02618408;
MW2;2023/04/24_10:43:56.090;4.366638;41.12105;156.8308;0.03088379;
MW3;2023/04/24_10:44:07.051;5.603882;23.74185;274.513;0.01037598;
MW4;2023/04/24_10:44:22.889;10.53125;88.69694;1214.754;0.00970459;
MW5;2023/04/24_10:44:30.485;5.581787;54.82496;283.0204;0.01025391;
MW6;2023/04/24_10:44:42.035;7.353149;95.74542;629.2294;0.01049805;
