Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/11_10:41:02.031;5.511108;32.37186;227.0427;0.02985382;
MW2;2023/04/11_10:41:12.058;6.696419;172.3669;230.1261;0.02049255;
MW3;2023/04/11_10:41:23.298;9.222244;132.0282;459.7784;0.02160645;
