Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/21_15:30:21.675;4.166656;28.0008;143.8002;0.02275085;
MW2;2023/04/21_15:30:30.014;6.325287;27.77163;196.4344;0.008911133;
MW3;2023/04/21_15:30:41.250;8.274475;46.67329;398.5963;0.02172852;
