Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/25_16:27:23.136;5.311096;39.10523;171.45;0.01391602;
MW2;2023/04/25_16:28:05.082;33.74817;92.52007;1974.374;0.02087402;
MW3;2023/04/25_16:28:23.696;7.357605;115.4423;381.6033;0.0213623;
MW4;2023/04/25_16:28:38.555;11.78528;99.26646;1484.152;0.01049805;
MW5;2023/04/25_16:29:07.053;26.48035;14.98423;638.7776;0.02203369;
MW6;2023/04/25_16:29:21.801;9.184021;23.5723;801.3674;0.02148438;
