Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/04_10:37:30.480;3.599998;21.17916;140.2747;0.01988602;
MW2;2023/04/04_10:38:02.242;10.08207;133.6145;177.3957;0.02108383;
MW3;2023/04/04_10:38:13.891;8.587311;115.2171;364.3756;0.01010895;
MW4;2023/04/04_10:38:32.272;11.3838;58.77517;1210.348;0.02057648;
MW5;2023/04/04_10:38:39.746;5.457191;37.19596;197.8964;0.02157593;
