Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/04_11:07:12.122;4.844444;8.256948;203.4403;0.012146;
MW2;2023/04/04_11:07:27.179;5.982841;7.785833;195.2988;0.009841919;
