Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/12_15:45:00.848;2.233334;19.56229;110.4591;0.03116226;
MW2;2023/04/12_15:45:18.261;13.55077;15.70523;245.4384;0.02116776;
MW3;2023/04/12_15:45:24.814;4.534351;28.01168;216.3334;0.01050186;
MW4;2023/04/12_15:45:39.907;10.58337;105.6962;1126.097;0.02146912;
MW5;2023/04/12_15:45:46.948;5.021744;43.08281;153.5725;0.02167511;
