Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/20_15:07:48.888;18.64444;3.905752;481.6244;0.02163315;
MW2;2023/04/20_15:08:01.836;10.2663;64.2552;232.7345;0.03159332;
MW3;2023/04/20_15:08:12.686;8.261246;47.26593;406.4214;0.02133942;
MW4;2023/04/20_15:08:26.369;10.1677;104.414;1088.885;0.02215576;
MW5;2023/04/20_15:08:40.041;9.551048;75.11392;363.2949;0.01041412;
MW6;2023/04/20_15:08:55.931;7.937027;124.7396;612.8748;0.02170563;
