Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/24_12:46:25.089;3.444458;47.46008;139.7982;0.02099609;
MW2;2023/04/24_12:46:32.650;5.548981;52.5506;208.7164;0.02075195;
