Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/11_12:47:15.923;3.933334;12.91327;149.8368;0.02632523;
MW2;2023/04/11_12:47:28.881;9.310432;108.0697;270.0455;0.04261398;
MW3;2023/04/11_12:47:40.630;9.426693;120.3085;468.6225;0.01058578;
MW4;2023/04/11_12:47:57.547;12.94489;136.7456;1162.478;0.02102661;
MW5;2023/04/11_12:48:15.161;15.22933;165.9963;439.4449;0.01052856;
