Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/24_15:33:26.426;5.666687;9.999261;234.2673;0.02526855;
MW2;2023/04/24_15:33:39.233;8.723877;154.4337;337.5361;0.02056885;
MW3;2023/04/24_15:33:53.170;8.041504;53.51776;361.6637;0.02166748;
MW4;2023/04/24_15:34:10.129;11.43866;24.06677;1200.7;0.02160645;
MW5;2023/04/24_15:34:19.947;7.797852;69.96006;389.516;0.01055908;
