Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/25_12:58:08.108;2.299988;32.87032;95.61566;0.01400757;
MW2;2023/04/25_12:58:15.248;3.18985;19.98662;93.87138;0.009796143;
MW3;2023/04/25_12:58:22.556;5.292023;60.06419;278.989;0.02166748;
MW4;2023/04/25_12:58:35.016;7.452759;63.9277;664.6615;0.01049805;
MW5;2023/04/25_12:58:40.847;3.81192;64.52898;159.793;0.02151489;
MW6;2023/04/25_12:58:49.943;5.682373;74.05746;435.8806;0.01028442;
