Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/21_12:28:06.854;4.944443;6.793242;204.0881;0.01815796;
MW2;2023/04/21_12:28:15.393;5.654236;26.12432;189.3082;0.02203369;
MW3;2023/04/21_12:28:27.766;10.10483;88.9947;586.0109;0.01023865;
