Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/24_15:16:48.966;4.744444;26.55387;160.8398;0.02483368;
MW2;2023/04/24_15:17:02.448;7.336475;143.3517;221.7992;0.01049423;
MW3;2023/04/24_15:17:39.318;32.59691;81.20406;847.0391;0.02144241;
MW4;2023/04/24_15:17:57.279;11.78135;70.62246;1264.571;0.02025604;
MW5;2023/04/24_15:18:07.318;8.021515;138.2311;261.0349;0.02185822;
