Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/03_16:22:02.631;6.700001;11.48295;271.7524;0.01987076;
MW2;2023/04/03_16:22:23.487;7.168205;97.33023;222.9771;0.02078247;
