Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/21_15:39:32.123;4.700001;14.91595;189.1716;0.02189255;
MW2;2023/04/21_15:39:41.106;5.572014;15.24421;171.8428;0.009654999;
MW3;2023/04/21_15:39:50.502;6.530746;65.61546;307.4173;0.02158737;
