Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/24_15:44:14.963;6.455551;10.64703;262.3768;0.01374817;
MW2;2023/04/24_15:44:27.589;6.703003;19.5767;237.2219;0.02056122;
MW3;2023/04/24_15:44:38.528;8.307587;54.47167;467.8163;0.02173615;
MW4;2023/04/24_15:44:54.132;12.49147;79.99345;1254.676;0.01026917;
MW5;2023/04/24_15:45:03.827;7.6754;52.04543;381.492;0.01040649;
