Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/11_11:13:10.933;4.733334;6.285656;197.3198;0.02826691;
MW2;2023/04/11_11:13:23.779;5.983887;49.37872;259.2508;0.02030945;
MW3;2023/04/11_11:13:34.975;7.655197;27.07702;424.1067;0.02131653;
MW4;2023/04/11_11:13:49.367;10.06065;88.80602;1026.603;0.009521484;
MW5;2023/04/11_11:13:56.998;5.622086;130.2406;244.1295;0.03266144;
