Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/25_16:06:43.718;1.511108;20.90856;71.71986;0.01696777;
MW2;2023/04/25_16:07:00.739;15.00867;166.2321;620.118;0.02087402;
MW3;2023/04/25_16:07:17.447;8.063171;80.87572;486.2358;0.0213623;
MW4;2023/04/25_16:07:36.503;13.92499;85.16685;1304.918;0.02087402;
MW5;2023/04/25_16:07:48.187;9.666321;23.03929;364.7224;0.03265381;
MW6;2023/04/25_16:08:01.836;10.1377;40.80855;692.5084;0.02099609;
