Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/21_15:20:48.082;3.711111;2.57671;134.4786;0.02719307;
MW2;2023/04/21_15:21:07.094;13.88313;59.26136;386.3082;0.02114868;
MW3;2023/04/21_15:21:22.398;11.35777;39.97234;492.8906;0.02163315;
MW4;2023/04/21_15:21:37.714;10.06467;62.21286;970.6794;0.00983429;
MW5;2023/04/21_15:21:48.998;9.270332;68.80944;394.5503;0.02173615;
