Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/21_11:21:03.052;4.422226;16.32145;199.7497;0.0231781;
MW2;2023/04/21_11:21:12.926;7.38147;51.20583;266.3908;0.00944519;
MW3;2023/04/21_11:21:22.211;7.274307;37.36217;334.7401;0.01057434;
