Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/04/05_15:29:37.936;6.633331;54.71821;272.8452;0.02003479;
MW2;2023/04/05_15:29:47.086;6.039398;34.96067;246.8503;0.01005554;
MW3;2023/04/05_15:29:57.859;7.621017;18.85302;401.24;0.0214386;
